Dt,Close
2018-07-10,73.73
2018-07-11,72.52
2018-07-12,73.37
2018-07-13,73.75
2018-07-16,73.45
2018-07-17,73.74
2018-07-18,74.55
2018-07-19,74.52
2018-07-20,74.44
2018-07-23,73.98
2018-07-24,74.29
2018-07-25,75.42
2018-07-26,76.0
2018-07-27,76.01
2018-07-30,75.26
2018-07-31,76.92
2018-08-01,75.88
2018-08-02,75.78
2018-08-03,75.85
2018-08-06,75.96
2018-08-07,76.5
2018-08-08,76.16
2018-08-09,75.74
2018-08-10,75.07
2018-08-13,74.71
2018-08-14,75.23
2018-08-15,74.87
2018-08-16,75.82
2018-08-17,76.28
2018-08-20,76.79
2018-08-21,77.36
2018-08-22,76.61
2018-08-23,76.39
2018-08-24,76.72
2018-08-27,77.69
2018-08-28,77.53
2018-08-29,77.59
2018-08-30,77.05
2018-08-31,77.1
2018-09-04,77.04
2018-09-05,77.59
2018-09-06,77.83
2018-09-07,77.59
2018-09-10,77.99
2018-09-11,77.97
2018-09-12,78.21
2018-09-13,78.68
2018-09-14,79.07
2018-09-17,79.1
2018-09-18,79.82
2018-09-19,79.75
2018-09-20,79.87
2018-09-21,80.0
2018-09-24,78.63
2018-09-25,78.39
2018-09-26,78.34
2018-09-27,78.45
2018-09-28,78.4
2018-10-01,79.09
2018-10-02,79.27
2018-10-03,79.6
2018-10-04,79.34
2018-10-05,78.93
2018-10-08,79.13
2018-10-09,77.91
2018-10-10,75.4
2018-10-11,73.41
2018-10-12,73.9
2018-10-15,74.04
2018-10-16,75.29
2018-10-17,74.74
2018-10-18,73.45
2018-10-19,73.18
2018-10-22,72.93
2018-10-23,71.73
2018-10-24,69.3
2018-10-25,69.79
2018-10-26,69.1
2018-10-29,67.95
2018-10-30,69.35
2018-10-31,69.88
2018-11-01,71.11
2018-11-02,70.99
2018-11-05,71.36
2018-11-06,72.11
2018-11-07,73.28
2018-11-08,73.16
2018-11-09,72.42
2018-11-12,70.99
2018-11-13,71.31
2018-11-14,71.07
2018-11-15,72.01
2018-11-16,71.99
2018-11-19,70.85
2018-11-20,69.38
2018-11-21,69.87
2018-11-23,69.73
2018-11-26,70.24
2018-11-27,70.12
2018-11-28,71.8
2018-11-29,71.84
2018-11-30,72.54
2018-12-03,73.38
2018-12-04,70.26
2018-12-06,69.87
2018-12-07,68.03
2018-12-10,68.2
2018-12-11,67.8
2018-12-12,68.18
2018-12-13,67.99
2018-12-14,67.05
2018-12-17,65.95
2018-12-18,66.28
2018-12-19,65.03
2018-12-20,63.84
2018-12-21,62.25
2018-12-24,60.34
2018-12-26,63.15
2018-12-27,63.94
2018-12-28,63.77
2018-12-31,64.41
