Dt,Close
2018-10-17,72.53
2018-10-18,72.17
2018-10-19,71.53
2018-10-22,70.74
2018-10-23,68.89
2018-10-24,66.17
2018-10-25,66.98
2018-10-26,66.48
2018-10-29,65.24
2018-10-30,66.75
2018-10-31,67.16
2018-11-01,67.73
2018-11-02,67.56
2018-11-05,68.69
2018-11-06,69.01
2018-11-07,70.14
2018-11-08,68.62
2018-11-09,68.5
2018-11-12,67.08
2018-11-13,65.54
2018-11-14,65.43
2018-11-15,66.39
2018-11-16,67.18
2018-11-19,67.16
2018-11-20,64.96
2018-11-21,65.98
2018-11-23,63.91
2018-11-26,64.87
2018-11-27,64.69
2018-11-28,65.8
2018-11-29,66.23
2018-11-30,66.11
2018-12-03,67.58
2018-12-04,65.64
2018-12-06,64.43
2018-12-07,64.07
2018-12-10,63.07
2018-12-11,63.09
2018-12-12,63.34
2018-12-13,63.54
2018-12-14,62.09
2018-12-17,60.96
2018-12-18,59.52
2018-12-19,58.82
2018-12-20,57.19
2018-12-21,56.11
2018-12-24,53.84
2018-12-26,57.19
2018-12-27,57.49
2018-12-28,57.05
2018-12-31,57.35
