Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,99.300003,99.790001,98.519997,98.589996,96.304199,10150500
2018-01-03,98.849998,100.0,98.769997,99.449997,97.144257,8903600
2018-01-04,99.540001,99.779999,98.910004,99.540001,97.232178,6830400
2018-01-05,99.639999,100.379997,99.610001,100.129997,97.808487,7284000
2018-01-08,100.25,101.75,100.209999,101.610001,99.254173,8843900
2018-01-09,102.029999,102.349998,100.309998,100.389999,98.062462,7312700
2018-01-10,99.75,99.889999,98.529999,99.66999799999999,97.359154,7930400
2018-01-11,99.699997,100.449997,98.779999,100.019997,97.701035,6537700
2018-01-12,100.389999,101.440002,100.300003,100.870003,98.53134200000001,6951200
2018-01-16,101.339996,101.910004,100.339996,100.690002,98.355515,7170700
2018-01-17,101.150002,102.940002,100.699997,102.699997,100.318901,8610600
2018-01-18,104.739998,104.940002,103.620003,104.300003,101.881821,12307900
2018-01-19,104.639999,104.93,103.660004,104.589996,102.165077,8378600
2018-01-22,104.5,105.449997,104.040001,105.449997,103.00515,7308300
2018-01-23,105.290001,106.150002,104.57,105.900002,103.444717,8287800
2018-01-24,106.349998,106.440002,104.82,105.790001,103.337273,6823100
2018-01-25,105.849998,106.809998,105.849998,106.599998,104.12848699999999,5857100
2018-01-26,107.0,108.410004,106.68,108.389999,105.87698400000001,6786300
2018-01-29,108.110001,109.980003,107.989998,109.550003,107.010101,8355200
2018-01-30,109.139999,109.360001,107.150002,107.730003,105.2323,9180500
2018-01-31,107.769997,108.18,106.07,106.599998,104.12848699999999,9812800
2018-02-01,105.959999,106.559998,105.18,105.519997,103.073524,6386800
2018-02-02,105.150002,106.470001,104.150002,104.480003,102.057648,9253100
2018-02-05,103.400002,104.610001,97.089996,100.089996,97.769424,12561600
2018-02-06,97.639999,101.08000200000001,97.25,100.900002,98.560638,16413800
2018-02-07,100.5,104.589996,100.010002,102.849998,100.465424,11165200
2018-02-08,103.230003,103.480003,100.0,100.019997,97.701035,13975100
2018-02-09,100.529999,101.099998,96.43,99.370003,97.06611600000001,14184600
2018-02-12,100.129997,100.449997,98.800003,99.550003,97.241943,9135100
2018-02-13,99.33000200000001,101.220001,99.33000200000001,100.980003,98.63879399999999,6622800
2018-02-14,100.860001,102.25,100.209999,101.699997,99.342087,7307600
2018-02-15,102.550003,103.639999,101.83000200000001,103.230003,100.836624,7494900
2018-02-16,103.089996,104.940002,101.980003,104.779999,102.350677,16064300
2018-02-20,96.989998,97.940002,94.099998,94.110001,91.928062,52088500
2018-02-21,95.110001,95.339996,91.239998,91.519997,89.39810899999999,49503700
2018-02-22,91.43,93.389999,91.309998,92.769997,90.619125,20365000
2018-02-23,92.879997,93.489998,91.760002,92.889999,90.736359,12791500
2018-02-26,92.900002,93.800003,92.220001,93.120003,90.961021,14699300
2018-02-27,93.629997,93.720001,91.510002,91.519997,89.39810899999999,13376100
2018-02-28,92.0,92.099998,90.0,90.010002,87.923126,14143700
2018-03-01,90.16999799999999,90.18,87.709999,89.08000200000001,87.014687,18909600
2018-03-02,87.269997,88.900002,87.239998,88.769997,86.711876,19043400
2018-03-05,88.139999,90.5,88.07,89.980003,87.893822,13383200
2018-03-06,90.349998,90.5,88.629997,89.059998,86.995148,11054700
2018-03-07,87.980003,88.529999,87.339996,87.739998,85.70575699999999,11453000
2018-03-08,87.769997,88.129997,87.339996,87.91999799999999,86.3936,9588700
2018-03-09,88.239998,88.720001,87.529999,88.720001,87.17971800000001,9754400
2018-03-12,88.699997,89.440002,87.879997,88.07,86.541,8474000
2018-03-13,88.389999,88.900002,87.980003,88.300003,86.76700600000001,7173000
2018-03-14,88.510002,88.989998,87.5,87.66999799999999,86.147942,11040600
2018-03-15,87.68,88.790001,85.900002,87.510002,85.990723,16615200
2018-03-16,87.720001,90.089996,87.5,89.16999799999999,87.621895,28396000
2018-03-19,88.910004,89.08000200000001,87.099998,87.449997,85.931763,12053400
2018-03-20,87.860001,88.150002,87.370003,87.949997,86.423073,8258000
2018-03-21,87.889999,89.68,87.68,88.18,86.649086,11836000
2018-03-22,87.529999,88.269997,86.989998,87.139999,85.627144,12248200
2018-03-23,87.349998,87.690002,85.279999,85.41999799999999,83.937004,10125100
2018-03-26,86.220001,87.690002,86.110001,87.5,85.98088800000001,9199800
2018-03-27,87.959999,88.040001,85.480003,86.050003,84.556076,6545800
2018-03-28,86.260002,88.239998,86.190002,87.769997,86.246201,11576300
2018-03-29,87.900002,89.339996,87.769997,88.970001,87.425377,9274600
2018-04-02,88.0,88.239998,84.839996,85.550003,84.064751,19128900
2018-04-03,86.25,86.949997,85.550003,86.800003,85.29304499999999,9695500
2018-04-04,85.599998,87.5,85.440002,87.220001,85.70575699999999,6536600
2018-04-05,87.599998,88.349998,87.050003,87.809998,86.285507,6380900
2018-04-06,86.83000200000001,87.900002,86.129997,86.690002,85.18495899999999,6350000
2018-04-09,86.849998,87.449997,86.239998,86.279999,84.782074,8368100
2018-04-10,86.839996,87.099998,85.660004,86.449997,84.94912,9127400
2018-04-11,86.0,86.860001,85.800003,85.910004,84.418503,6279000
2018-04-12,86.190002,86.83000200000001,85.410004,85.43,83.946831,6856300
2018-04-13,85.889999,86.269997,85.190002,86.019997,84.52658100000001,7559200
2018-04-16,86.199997,87.650002,86.120003,86.839996,85.332352,7020700
2018-04-17,87.480003,88.16999799999999,87.410004,87.900002,86.373947,6801900
2018-04-18,88.199997,88.559998,87.510002,87.57,86.049683,5854000
2018-04-19,87.410004,88.040001,86.58000200000001,87.889999,86.36412800000001,6588300
2018-04-20,87.870003,88.379997,86.66999799999999,86.980003,85.469925,8324900
2018-04-23,86.889999,87.08000200000001,86.019997,86.099998,84.605194,7360500
2018-04-24,86.769997,86.910004,85.57,86.529999,85.027733,8469700
